,exports,imports,inflation,total_fer,gdpp,income_and_health,expec_by_mortality
0,-1.1382797891341514,-0.08245495594647603,0.15733622489659913,1.9028822700845949,-0.6791796085360506,-0.7235555802571838,-0.8067111351861311
1,-0.4796584261917001,0.0708366942478662,-0.312347468635594,-0.859972814176629,-0.4856232358934812,-0.38058315710058166,-0.27913101193914375
2,-0.09912163871383949,-0.6417623282771837,0.7892742852853684,-0.03840439583516186,-0.46537560856021837,-0.45359779062696604,-0.5173641361173934
3,0.7753811709708596,-0.16531530740287717,1.3870535315990684,2.1281510299524165,-0.5162682934789601,-0.6936240268841241,-0.8223816029554748
4,0.16066789889123856,0.497567504248332,-0.6017485323271473,-0.5419463296573515,-0.041817134075206375,-0.055176827311904174,0.10061124425307125
5,-0.8126281152348283,-1.2797870344914726,1.244725139619616,-0.38293308739771253,-0.14579143659736693,0.18042900040798504,-0.19531987947429286
6,-0.7431069713686805,-0.06588288565519586,-0.0011227181738579543,-0.8334706071333559,-0.5332325217852074,-0.6114148137791182,-0.3517170307100012
7,-0.7796970470877057,-1.0767791734232899,-0.6283164988299784,-0.6744573648737171,2.13069855546678,1.5432390051314107,1.378892012891104
8,0.37289033806158384,0.03769255366530558,-0.6555486644953804,-0.9991094011538129,1.857081969882147,2.2817782746664563,1.5963329287750085
9,0.482660565218659,-1.0850652085689299,0.5710374175835411,-0.6810829166345354,-0.38985743093885966,-0.19209265297506156,-0.6553818453826984
10,-0.22352789615852467,-0.13217116682031654,-0.7756738273260383,-0.720836227199445,0.8228112763722342,0.37003921154184416,-0.17935436948927333
11,1.0388297161478401,0.1661260984227274,-0.03243496440933742,-0.5220696743748965,0.42333106141866983,0.5231372376211705,0.28396763764138117
12,-0.9187393348200009,-1.0394920152679092,-0.060900642805227986,-0.4094352944409857,-0.6679613285270807,-0.7470207445188969,-0.7002156934298612
13,-0.05887255542291186,0.07497971182068633,-0.707925512743819,-0.7738406412859913,0.16613147096911476,-0.011245366254290312,-0.17223967706768858
14,0.3765493456334864,0.7295764883262552,0.6943886906323998,-0.9659816423497214,-0.3794600006866436,-0.21285104725139858,0.8101489214276638
15,1.2913012386091134,1.1521642807539012,-0.5599988706798413,-0.720836227199445,1.7202736770898306,2.0518001917363056,1.4711006853073554
16,0.625361860522857,0.43956525822885123,-0.6302142107230378,-0.15766432752989104,-0.4719424066142496,-0.5367936441103344,-0.38515798476414703
17,-0.6333367442116054,-0.40146730905362027,-0.6544100373595448,1.5981068890869539,-0.6679613285270807,-0.754334865429021,-0.8155148945336669
18,0.05089767173416335,0.9864435778410989,-0.1700190766561415,-0.3763075356368944,-0.590144771586811,-0.5860737345874922,-0.6652382089949408
19,0.00333057329943086,-0.5216148186654022,0.09471173242564003,0.1669877087502049,-0.6010894350101964,-0.6328067350352459,-0.6854266727374151
20,-0.41745529746935756,0.18269816871400757,-0.6055439561132662,-1.0852415740444505,-0.45716711099267937,-0.10243819964649142,0.5884632366481399
21,0.09114675502509097,0.18269816871400757,0.10799571567705564,-0.045029947595980294,-0.36194853920922704,-0.08622354395471836,-0.7450267403438499
22,-1.1126667361308338,-1.453793772549915,0.05960406240404182,-0.7605895377643547,-0.09654045119213299,0.045252777517203635,-0.39184980176425876
23,0.9619905571378877,-0.7826249257530656,0.8462056420771492,-0.7340873307210816,1.2222914913257983,0.6830573626324637,0.08554682824578265
24,0.3326412547706565,0.2531294674519487,-0.6330607785626269,-0.9129772282631752,-0.33513411382193303,-0.12048982393745243,0.01912145699278012
25,-0.8016510925191207,-0.7163366445879447,-0.09221288904070754,1.9360100288886861,-0.6779756955594782,-0.7402090312751234,-0.8231655503471563
26,-1.1777970709106984,-0.31860695759721913,0.42870902560408863,2.194406547560599,-0.696800516647701,-0.7452447918378445,-0.8075883993422591
27,0.47534255007485415,0.5224256096852524,-0.44234073331016055,-0.045029947595980294,-0.6664290756478067,-0.7098607521633077,-0.6917658718984944
28,-0.6918808653620455,-0.8240551014812663,-0.5571523028402522,1.432468095066497,-0.6377540574785372,-0.7141954787729818,-0.8189939028226693
29,-0.4394093429007725,-0.658334398568464,-0.4660621319734027,-0.8732239176982656,1.8844436284406103,2.182530041869335,1.0382468316504943
30,-0.3076850703122822,0.6177150138601136,-0.6904665633276728,-0.1841665345731642,-0.5283074232446839,-0.6479938567013953,-0.5261739549540944
31,-1.072417652839906,-0.8447701893453665,-0.5476637433749555,1.4987236126746795,-0.6850350034675617,-0.7798301720903172,-0.847111978258272
32,-0.15766575986427964,-0.14045720196595676,-0.13206483879495423,2.4130497556676023,-0.6603547874478279,-0.7460204729247808,-0.8394273446301106
33,-0.12473469171715687,-0.6459053458500037,0.11179113946317447,-0.7075851236778085,-0.0035108120933577455,0.19960357723484548,0.3177927660376043
34,-0.5418615549140428,-1.0063478746853487,-0.07987776173582158,-0.8997261247415386,-0.4599032768485257,-0.48914215936298666,-0.25852257532299056
35,-0.9223983423919035,-1.2052127181807115,-0.37212539326696403,-0.6214529507871709,-0.36742087092091974,-0.26575963754108695,-0.3440419035730761
36,-0.9004442969604884,0.19927023900528804,-0.3711765373204343,1.1939482316770385,-0.6673593720387945,-0.7614938501217576,-0.7902323242673635
37,-0.0003284342724716987,0.11226686997606679,1.2352365801543195,2.3799219968635112,-0.6911640149846575,-0.7715024729230794,-0.8236234140998439
38,1.609634897364631,0.32356076618988977,1.2257480206890223,1.3264592668934043,-0.5594997140013321,-0.7198972215910977,-0.763933636966903
39,-0.2893900324527697,-0.49261369565566165,-0.11498543175741986,-0.6810829166345354,-0.26071040254291283,0.11701139187771209,0.15718134377130916
40,0.34727728505826644,-0.148743237111597,-0.22695043344792254,1.538476923239589,-0.6426791560190606,-0.7102281458831453,-0.8220941079168805
41,-0.12839369928905944,-0.3641801508982398,-0.6604827154173347,-0.9262283317848117,0.029323178176798224,0.2096776947823361,0.9525861724910226
42,0.3326412547706565,0.43956525822885123,-0.5476637433749555,-1.0123605046754494,0.9760365642996285,0.5109080897735723,2.0575478418747157
43,0.9107644511312524,0.6632882071611342,-0.8740701889811665,-0.9527305388280849,0.3740800760134359,0.6447601374197093,2.1371727425259253
44,0.34361827748636387,-0.13631418439313667,-0.4328521738448638,-0.7142106754386266,2.4645107898800322,2.4531421298557303,1.685204724673871
45,-0.673585827502533,-0.5630449943936028,-0.22220615371527405,-0.23054539689889206,-0.411199524614461,-0.35461569108979796,-0.6014929440823074
46,-0.4833174337636027,-0.6003321525489832,-0.029588396569748432,-0.19079208633398234,-0.454430945136833,-0.3135987137814259,-0.48369378069887853
47,-0.7248119335091681,-0.8406271717725464,0.21996071736755823,0.1603621569893865,-0.5671609783977019,-0.504522714471736,-0.5677566404491028
48,-0.5199075094826278,-0.012023657208534936,-0.48693696279705573,-0.4491886050058954,-0.5458188847221005,-0.47534282528166555,-0.3769916315953673
49,1.6352479503679487,0.497567504248332,1.6242675182314894,1.4987236126746795,0.22632711979773404,0.17722241917830697,-0.8165914930872837
50,-1.328914083630272,-0.9773467516756084,0.3622891093470107,1.1011905070255827,-0.6830649640513524,-0.7782531053381663,-0.741025456685658
51,1.2437341401743802,0.9035832263846978,-0.5732828539312569,-0.813593951850901,0.0895188270054175,0.0857309972505488,1.3530735846145532
52,0.6107258302352467,0.7047183828893349,-0.3370177232453657,-0.1841665345731642,-0.5097014954249289,-0.570904138770169,-0.5296668105136246
53,-0.08814461599813181,-0.3931812739079803,-0.7050789449042298,-0.7142106754386266,1.8187756479002983,1.5094076258417708,2.651371692235376
54,-0.5235665170545302,-0.7784819081802455,-0.638753914241805,-0.6082018472655343,1.5123250720455093,2.047516095356574,1.6839709919140162
55,0.6070668226633444,-1.159639524879691,0.8367170826118525,0.7500362637022137,-0.2306125781286032,-0.45290324772903984,-0.7583284131205159
56,-0.6333367442116054,-0.1736013425485171,-0.330375731619658,1.8300012007155937,-0.6786870986819983,-0.7414605067024147,-0.7811334582834196
57,-0.22352789615852467,0.24484343230630845,0.07288804565545744,-0.6810829166345354,-0.5474605842356083,-0.36155462901393937,-0.30359771965532273
58,0.04357965659035823,-0.40561032662644037,-0.6664605078804717,-1.0322371599579043,1.5779930525858212,2.23919695307397,1.6428722693513436
59,-0.42477331261316253,-0.04102478021827546,0.8367170826118525,0.8759217471577607,-0.6377540574785372,-0.6990881970848184,-0.7788797974780186
60,-0.6955398729339479,-0.6707634512869242,-0.674525783425974,-0.9726071941105398,0.7626156275436149,1.1160496855209374,1.847879506749762
61,-0.6333367442116054,0.09569479968478661,-0.692838703193997,-0.46906526028835016,-0.3061307557499619,-0.3767501890517458,-0.2409996289376319
62,-0.5601565927735552,-0.438754467209001,-0.2506718321111646,0.28624764044493384,-0.5545746154608088,-0.5044195066953153,-0.6220049213644657
63,-0.39550125203794245,-0.15288625468441683,0.7892742852853684,1.5848557855653171,-0.6739808934099426,-0.7646900456632425,-0.8187874907486365
64,-0.9589884181109286,-0.4843276605100214,-0.4565735725081059,1.3927147845015868,-0.6795079484387522,-0.7260793024881532,-0.8246817219843454
65,0.3765493456334864,1.3344570539579834,-0.19468933126591323,-0.19741763809480078,-0.5430827188662541,-0.5988273596888516,-0.6581348928491948
66,-0.9443523878233184,0.7378625234718955,-0.2212572977687444,0.25311988164084254,-0.6732147669703057,-0.7354913324133217,-0.8689497243478739
67,1.4888876474918484,1.226738597064662,-0.5173003530860055,-1.1249948846093603,0.007433851330027577,0.25825026025132614,0.7592497342538927
